expression_layer	dataset	core_branch	branch_kind	sample	source_layer	expression_scope	pathway_id	pathway_label	pathway_family	hypothesis_role	target_class	background_classes	candidate_median_pathway_rank	background_median_pathway_rank	delta_pathway_rank	candidate_median_n_genes_present	background_median_n_genes_present	n_background_classes
full_mgi_ortholog_matrix	GSE122357	cerebellum	cerebellar	GSM3464551_P8b	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	fgf_mapk	FGF/MAPK	neurogenic_permissive	neurogenic niche maintenance and MAPK-linked growth signaling	cerebellar_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.3333333333333333	0.8333333333333333	-0.49999999999999994	16.0	16.0	2
full_mgi_ortholog_matrix	GSE122357	cerebellum	cerebellar	GSM3464551_P8b	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	notch_hes	Notch/HES	neurogenic_permissive	persistent neurogenic progenitor-state and differentiation timing control	cerebellar_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.3333333333333333	0.8333333333333333	-0.49999999999999994	14.0	14.0	2
full_mgi_ortholog_matrix	GSE122357	cerebellum	cerebellar	GSM3464551_P8b	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	reelin_migration_stop	Reelin/migration-stop	differentiation_stop	lamination, migration-stop, and maturation positioning cues	cerebellar_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.6666666666666666	0.75	-0.08333333333333337	10.0	10.0	2
full_mgi_ortholog_matrix	GSE122357	cerebellum	cerebellar	GSM3464551_P8b	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	semaphorin_guidance	Semaphorin/plexin guidance	differentiation_stop	axon guidance, pruning, fasciculation, and local circuit architecture	cerebellar_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.3333333333333333	0.8333333333333333	-0.49999999999999994	17.0	17.0	2
full_mgi_ortholog_matrix	GSE122357	cerebellum	cerebellar	GSM3464551_P8b	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	shh_granule_expansion	SHH/PTCH/GLI	progenitor_expansion_or_regional_fate	cerebellar granule precursor expansion and regional fate context	cerebellar_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.5	0.5	10.0	10.0	2
full_mgi_ortholog_matrix	GSE122357	cerebellum	cerebellar	GSM3464551_P8b	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	tgf_beta_smad	TGF-beta/SMAD	differentiation_stop	historical TGF-beta2-associated differentiation/stop signaling	cerebellar_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.3333333333333333	0.8333333333333333	-0.49999999999999994	15.0	15.0	2
full_mgi_ortholog_matrix	GSE122357	cerebellum	cerebellar	GSM3464551_P8b	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	wnt_beta_catenin	WNT/beta-catenin	neurogenic_permissive	dentate neurogenic permissive and granule fate signaling	cerebellar_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.3333333333333333	0.8333333333333333	-0.49999999999999994	14.0	14.0	2
full_mgi_ortholog_matrix	GSE165657	cerebellum	cerebellar	Cerebellum_aggr	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	bdnf_trkb_mapk	BDNF/TrkB/MAPK	differentiation_stop	historical BDNF/TrkB plus MAPK maturation pathway	cerebellar_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.5	0.5	18.0	18.0	2
full_mgi_ortholog_matrix	GSE165657	cerebellum	cerebellar	Cerebellum_aggr	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	bmp_smad	BMP/SMAD	differentiation_stop	BMP-associated differentiation and neurogenic brake signaling	cerebellar_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.6666666666666666	0.33333333333333337	15.0	15.0	2
full_mgi_ortholog_matrix	GSE165657	cerebellum	cerebellar	Cerebellum_aggr	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	fgf_mapk	FGF/MAPK	neurogenic_permissive	neurogenic niche maintenance and MAPK-linked growth signaling	cerebellar_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.6666666666666666	0.33333333333333337	17.0	17.0	2
full_mgi_ortholog_matrix	GSE165657	cerebellum	cerebellar	Cerebellum_aggr	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	notch_hes	Notch/HES	neurogenic_permissive	persistent neurogenic progenitor-state and differentiation timing control	cerebellar_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.3333333333333333	0.75	-0.4166666666666667	14.0	14.0	2
full_mgi_ortholog_matrix	GSE165657	cerebellum	cerebellar	Cerebellum_aggr	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	reelin_migration_stop	Reelin/migration-stop	differentiation_stop	lamination, migration-stop, and maturation positioning cues	cerebellar_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.5	0.5	10.0	10.0	2
full_mgi_ortholog_matrix	GSE165657	cerebellum	cerebellar	Cerebellum_aggr	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	semaphorin_guidance	Semaphorin/plexin guidance	differentiation_stop	axon guidance, pruning, fasciculation, and local circuit architecture	cerebellar_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.5	0.5	17.0	17.0	2
full_mgi_ortholog_matrix	GSE165657	cerebellum	cerebellar	Cerebellum_aggr	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	shh_granule_expansion	SHH/PTCH/GLI	progenitor_expansion_or_regional_fate	cerebellar granule precursor expansion and regional fate context	cerebellar_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.5	0.5	10.0	10.0	2
full_mgi_ortholog_matrix	GSE165657	cerebellum	cerebellar	Cerebellum_aggr	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	tgf_beta_smad	TGF-beta/SMAD	differentiation_stop	historical TGF-beta2-associated differentiation/stop signaling	cerebellar_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.3333333333333333	0.6666666666666666	-0.3333333333333333	15.0	15.0	2
full_mgi_ortholog_matrix	GSE165657	cerebellum	cerebellar	Cerebellum_aggr	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	wnt_beta_catenin	WNT/beta-catenin	neurogenic_permissive	dentate neurogenic permissive and granule fate signaling	cerebellar_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.6666666666666666	0.6666666666666666	0.0	16.0	16.0	2
full_mgi_ortholog_matrix	GSE312658	cerebellum	cerebellar	Ctrl	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	bdnf_trkb_mapk	BDNF/TrkB/MAPK	differentiation_stop	historical BDNF/TrkB plus MAPK maturation pathway	cerebellar_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.6666666666666666	0.6666666666666666	0.0	18.0	18.0	2
full_mgi_ortholog_matrix	GSE312658	cerebellum	cerebellar	Ctrl	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	bmp_smad	BMP/SMAD	differentiation_stop	BMP-associated differentiation and neurogenic brake signaling	cerebellar_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.6666666666666666	0.6666666666666666	0.0	15.0	15.0	2
full_mgi_ortholog_matrix	GSE312658	cerebellum	cerebellar	Ctrl	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	fgf_mapk	FGF/MAPK	neurogenic_permissive	neurogenic niche maintenance and MAPK-linked growth signaling	cerebellar_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.6666666666666666	0.6666666666666666	0.0	17.0	17.0	2
full_mgi_ortholog_matrix	GSE312658	cerebellum	cerebellar	Ctrl	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	notch_hes	Notch/HES	neurogenic_permissive	persistent neurogenic progenitor-state and differentiation timing control	cerebellar_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.6666666666666666	0.6666666666666666	0.0	14.0	14.0	2
full_mgi_ortholog_matrix	GSE312658	cerebellum	cerebellar	Ctrl	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	reelin_migration_stop	Reelin/migration-stop	differentiation_stop	lamination, migration-stop, and maturation positioning cues	cerebellar_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.6666666666666666	0.6666666666666666	0.0	10.0	10.0	2
full_mgi_ortholog_matrix	GSE312658	cerebellum	cerebellar	Ctrl	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	semaphorin_guidance	Semaphorin/plexin guidance	differentiation_stop	axon guidance, pruning, fasciculation, and local circuit architecture	cerebellar_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.6666666666666666	0.6666666666666666	0.0	17.0	17.0	2
full_mgi_ortholog_matrix	GSE312658	cerebellum	cerebellar	Ctrl	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	shh_granule_expansion	SHH/PTCH/GLI	progenitor_expansion_or_regional_fate	cerebellar granule precursor expansion and regional fate context	cerebellar_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.8333333333333333	0.5833333333333333	0.25	10.0	10.0	2
full_mgi_ortholog_matrix	GSE312658	cerebellum	cerebellar	Ctrl	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	tgf_beta_smad	TGF-beta/SMAD	differentiation_stop	historical TGF-beta2-associated differentiation/stop signaling	cerebellar_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.6666666666666666	0.6666666666666666	0.0	15.0	15.0	2
full_mgi_ortholog_matrix	GSE312658	cerebellum	cerebellar	Ctrl	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	wnt_beta_catenin	WNT/beta-catenin	neurogenic_permissive	dentate neurogenic permissive and granule fate signaling	cerebellar_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.6666666666666666	0.6666666666666666	0.0	16.0	16.0	2
full_mgi_ortholog_matrix	GSE312658	cerebellum	cerebellar	cKO	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	bdnf_trkb_mapk	BDNF/TrkB/MAPK	differentiation_stop	historical BDNF/TrkB plus MAPK maturation pathway	cerebellar_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.6666666666666666	0.6666666666666666	0.0	18.0	18.0	2
full_mgi_ortholog_matrix	GSE312658	cerebellum	cerebellar	cKO	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	bmp_smad	BMP/SMAD	differentiation_stop	BMP-associated differentiation and neurogenic brake signaling	cerebellar_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.6666666666666666	0.6666666666666666	0.0	15.0	15.0	2
full_mgi_ortholog_matrix	GSE312658	cerebellum	cerebellar	cKO	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	fgf_mapk	FGF/MAPK	neurogenic_permissive	neurogenic niche maintenance and MAPK-linked growth signaling	cerebellar_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.6666666666666666	0.6666666666666666	0.0	17.0	17.0	2
full_mgi_ortholog_matrix	GSE312658	cerebellum	cerebellar	cKO	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	notch_hes	Notch/HES	neurogenic_permissive	persistent neurogenic progenitor-state and differentiation timing control	cerebellar_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.5	0.8333333333333333	-0.33333333333333326	14.0	14.0	2
full_mgi_ortholog_matrix	GSE312658	cerebellum	cerebellar	cKO	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	reelin_migration_stop	Reelin/migration-stop	differentiation_stop	lamination, migration-stop, and maturation positioning cues	cerebellar_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.6666666666666666	0.6666666666666666	0.0	10.0	10.0	2
full_mgi_ortholog_matrix	GSE312658	cerebellum	cerebellar	cKO	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	semaphorin_guidance	Semaphorin/plexin guidance	differentiation_stop	axon guidance, pruning, fasciculation, and local circuit architecture	cerebellar_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.6666666666666666	0.6666666666666666	0.0	17.0	17.0	2
full_mgi_ortholog_matrix	GSE312658	cerebellum	cerebellar	cKO	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	shh_granule_expansion	SHH/PTCH/GLI	progenitor_expansion_or_regional_fate	cerebellar granule precursor expansion and regional fate context	cerebellar_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.3333333333333333	0.8333333333333333	-0.49999999999999994	10.0	10.0	2
full_mgi_ortholog_matrix	GSE312658	cerebellum	cerebellar	cKO	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	tgf_beta_smad	TGF-beta/SMAD	differentiation_stop	historical TGF-beta2-associated differentiation/stop signaling	cerebellar_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.5	0.8333333333333333	-0.33333333333333326	15.0	15.0	2
full_mgi_ortholog_matrix	GSE312658	cerebellum	cerebellar	cKO	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	wnt_beta_catenin	WNT/beta-catenin	neurogenic_permissive	dentate neurogenic permissive and granule fate signaling	cerebellar_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.5	0.8333333333333333	-0.33333333333333326	16.0	16.0	2
full_mgi_ortholog_matrix	GSE104323	mouse_dentate	dentate	10X_all_cells	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	bdnf_trkb_mapk	BDNF/TrkB/MAPK	differentiation_stop	historical BDNF/TrkB plus MAPK maturation pathway	dentate_candidate	non_dentate_background	0.5	1.0	-0.5	18.0	18.0	1
full_mgi_ortholog_matrix	GSE104323	mouse_dentate	dentate	10X_all_cells	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	bmp_smad	BMP/SMAD	differentiation_stop	BMP-associated differentiation and neurogenic brake signaling	dentate_candidate	non_dentate_background	0.5	1.0	-0.5	15.0	15.0	1
full_mgi_ortholog_matrix	GSE104323	mouse_dentate	dentate	10X_all_cells	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	fgf_mapk	FGF/MAPK	neurogenic_permissive	neurogenic niche maintenance and MAPK-linked growth signaling	dentate_candidate	non_dentate_background	0.5	1.0	-0.5	17.0	17.0	1
full_mgi_ortholog_matrix	GSE104323	mouse_dentate	dentate	10X_all_cells	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	notch_hes	Notch/HES	neurogenic_permissive	persistent neurogenic progenitor-state and differentiation timing control	dentate_candidate	non_dentate_background	0.5	1.0	-0.5	14.0	14.0	1
full_mgi_ortholog_matrix	GSE104323	mouse_dentate	dentate	10X_all_cells	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	reelin_migration_stop	Reelin/migration-stop	differentiation_stop	lamination, migration-stop, and maturation positioning cues	dentate_candidate	non_dentate_background	0.5	1.0	-0.5	10.0	10.0	1
full_mgi_ortholog_matrix	GSE104323	mouse_dentate	dentate	10X_all_cells	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	semaphorin_guidance	Semaphorin/plexin guidance	differentiation_stop	axon guidance, pruning, fasciculation, and local circuit architecture	dentate_candidate	non_dentate_background	0.5	1.0	-0.5	17.0	17.0	1
full_mgi_ortholog_matrix	GSE104323	mouse_dentate	dentate	10X_all_cells	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	shh_granule_expansion	SHH/PTCH/GLI	progenitor_expansion_or_regional_fate	cerebellar granule precursor expansion and regional fate context	dentate_candidate	non_dentate_background	0.5	1.0	-0.5	10.0	10.0	1
full_mgi_ortholog_matrix	GSE104323	mouse_dentate	dentate	10X_all_cells	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	tgf_beta_smad	TGF-beta/SMAD	differentiation_stop	historical TGF-beta2-associated differentiation/stop signaling	dentate_candidate	non_dentate_background	0.5	1.0	-0.5	15.0	15.0	1
full_mgi_ortholog_matrix	GSE104323	mouse_dentate	dentate	10X_all_cells	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	wnt_beta_catenin	WNT/beta-catenin	neurogenic_permissive	dentate neurogenic permissive and granule fate signaling	dentate_candidate	non_dentate_background	0.5	1.0	-0.5	16.0	16.0	1
full_mgi_ortholog_matrix	GSE95752	mouse_dentate	dentate	C1_all_cells	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	bdnf_trkb_mapk	BDNF/TrkB/MAPK	differentiation_stop	historical BDNF/TrkB plus MAPK maturation pathway	dentate_candidate	other_or_ambiguous	1.0	0.3333333333333333	0.6666666666666667	18.0	18.0	1
full_mgi_ortholog_matrix	GSE95752	mouse_dentate	dentate	C1_all_cells	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	bmp_smad	BMP/SMAD	differentiation_stop	BMP-associated differentiation and neurogenic brake signaling	dentate_candidate	other_or_ambiguous	0.3333333333333333	1.0	-0.6666666666666667	15.0	15.0	1
full_mgi_ortholog_matrix	GSE95752	mouse_dentate	dentate	C1_all_cells	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	fgf_mapk	FGF/MAPK	neurogenic_permissive	neurogenic niche maintenance and MAPK-linked growth signaling	dentate_candidate	other_or_ambiguous	0.8333333333333333	0.8333333333333333	0.0	14.0	14.0	1
full_mgi_ortholog_matrix	GSE95752	mouse_dentate	dentate	C1_all_cells	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	notch_hes	Notch/HES	neurogenic_permissive	persistent neurogenic progenitor-state and differentiation timing control	dentate_candidate	other_or_ambiguous	0.3333333333333333	1.0	-0.6666666666666667	14.0	14.0	1
full_mgi_ortholog_matrix	GSE95752	mouse_dentate	dentate	C1_all_cells	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	reelin_migration_stop	Reelin/migration-stop	differentiation_stop	lamination, migration-stop, and maturation positioning cues	dentate_candidate	other_or_ambiguous	1.0	0.3333333333333333	0.6666666666666667	10.0	10.0	1
full_mgi_ortholog_matrix	GSE95752	mouse_dentate	dentate	C1_all_cells	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	semaphorin_guidance	Semaphorin/plexin guidance	differentiation_stop	axon guidance, pruning, fasciculation, and local circuit architecture	dentate_candidate	other_or_ambiguous	1.0	0.3333333333333333	0.6666666666666667	17.0	17.0	1
full_mgi_ortholog_matrix	GSE95752	mouse_dentate	dentate	C1_all_cells	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	shh_granule_expansion	SHH/PTCH/GLI	progenitor_expansion_or_regional_fate	cerebellar granule precursor expansion and regional fate context	dentate_candidate	other_or_ambiguous	0.3333333333333333	1.0	-0.6666666666666667	7.0	7.0	1
full_mgi_ortholog_matrix	GSE95752	mouse_dentate	dentate	C1_all_cells	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	tgf_beta_smad	TGF-beta/SMAD	differentiation_stop	historical TGF-beta2-associated differentiation/stop signaling	dentate_candidate	other_or_ambiguous	0.6666666666666666	1.0	-0.33333333333333337	14.0	14.0	1
full_mgi_ortholog_matrix	GSE95752	mouse_dentate	dentate	C1_all_cells	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	wnt_beta_catenin	WNT/beta-catenin	neurogenic_permissive	dentate neurogenic permissive and granule fate signaling	dentate_candidate	other_or_ambiguous	0.6666666666666666	1.0	-0.33333333333333337	15.0	15.0	1
selected_feature_matrix	GSE122357	cerebellum	cerebellar	GSM3464549_P0	full_raw_matrix	full_matrix_candidate_genes	bdnf_trkb_mapk	BDNF/TrkB/MAPK	differentiation_stop	historical BDNF/TrkB plus MAPK maturation pathway	cerebellar_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.6666666666666666	0.6666666666666666	0.0	7.0	7.0	2
